victim_id,name,age,gender,occupation,education,income,district,police_station,phone,address
VI02458,Henry Chanda,45,Male,Electrician,Primary,725033,Kodagu,Kodagu East,+919090433706,"72/82, Shan Zila, Shivpuri 933676"
VI02459,Imaran Tata,32,Female,Electrician,Secondary,315828,Bidar,Bidar East,6167667157,"H.No. 820, Sathe Zila, Shivpuri 875459"
VI02460,Frederick Batta,56,Female,Doctor,Secondary,298429,Kalaburagi,Kalaburagi East,+912793467488,"85/13, Kant Marg, Nanded 379693"
VI02461,Gunbir Swaminathan,64,Female,Police,Post Graduate,542348,Udupi,Udupi Town,03555636934,"H.No. 03, Kohli Ganj, Malda-261376"
VI02462,David Kapur,59,Male,Software Engineer,Secondary,805279,Mysuru,Nazarbad,02331907297,"H.No. 338, Modi, Patiala 361018"
VI02463,Jack Samra,64,Male,Software Engineer,Primary,1134157,Raichur,Raichur Rural,+912608195985,"66, Mital Chowk, Bhubaneswar 498598"
VI02464,Tara Kant,18,Female,Electrician,PUC,162855,Uttara Kannada,Uttara Kannada East,+913776832688,"H.No. 946, Bhatt Zila, Pali-082572"
VI02465,Pahal Shenoy,53,Female,Doctor,PUC,987809,Ramanagara,Ramanagara East,04565899603,"34, Kalla Circle, Dindigul-336997"
VI02466,Sanya Manda,47,Female,Labour,Graduate,1019486,Chamarajanagar,Chamarajanagar Rural,00335717726,"46, Gole Street, Mau-159980"
VI02467,Waida Peri,33,Male,Software Engineer,Post Graduate,901625,Bengaluru Urban,Cubbon Park,+913039311026,"H.No. 795, Dhawan Circle, Asansol 299118"
VI02468,Charan Agrawal,67,Female,Labour,PUC,902868,Belagavi,Market,+915207434648,"84/256, Saxena Ganj, Noida 528509"
VI02469,Ijaya Rana,28,Male,Software Engineer,Post Graduate,847955,Chikkamagaluru,Chikkamagaluru East,6518902472,"887, Sami Chowk, Giridih-682132"
VI02470,Falguni Borde,30,Male,Unemployed,Primary,836620,Dakshina Kannada,Pandeshwar,00915931649,"08/50, Ben Chowk, Bettiah-157221"
VI02471,Robert Chaudhary,40,Female,Farmer,Post Graduate,1017110,Koppal,Koppal Town,0210251858,"91, Pau Circle, Chinsurah-842721"
VI02472,Yashica Dugal,62,Female,Farmer,Primary,204336,Chamarajanagar,Chamarajanagar East,00753208159,"401, Kaul Ganj, Surendranagar Dudhrej-653652"
VI02473,Hemal Korpal,49,Female,Software Engineer,Primary,633168,Koppal,Koppal Rural,0504580470,"H.No. 599, Parsa Chowk, Gudivada-121286"
VI02474,Balveer Gara,32,Female,Software Engineer,Post Graduate,170586,Uttara Kannada,Uttara Kannada Rural,04200315078,"H.No. 61, Krishnan Marg, Tiruppur 848032"
VI02475,Jeet Mane,64,Male,Teacher,Primary,1180197,Yadgir,Yadgir Rural,+917781084684,"H.No. 683, Bahl Zila, Sikar-642324"
VI02476,Zayan Naik,27,Male,Student,PUC,431664,Chikkaballapur,Chikkaballapur Rural,01913545422,"18, Dhar Ganj, Suryapet-599851"
VI02477,Gautam Shah,49,Female,Driver,Secondary,511735,Gadag,Gadag East,01146726579,"187, Kothari Chowk, Tadepalligudem-084936"
VI02478,Rachana Rai,70,Male,Business,Post Graduate,318146,Chamarajanagar,Chamarajanagar East,6017409666,"462, Seshadri, Bathinda-430917"
VI02479,Ojasvi Aggarwal,68,Male,Software Engineer,PUC,1079290,Hassan,Hassan Town,+919391617861,"49/544, Sangha Zila, Panihati 290421"
VI02480,Daksh Viswanathan,65,Female,Business,Primary,298071,Ramanagara,Ramanagara East,+911748383612,"748, Tandon Nagar, Delhi 637475"
VI02481,Aishani Jain,46,Female,Doctor,Graduate,662058,Vijayapura,Vijayapura Town,07605401503,"43/38, Dani Road, Amaravati 637807"
VI02482,Janya Bir,70,Male,Farmer,Primary,791336,Shivamogga,Shivamogga Rural,09865731799,"H.No. 76, Chaudhuri Street, Mangalore 651616"
VI02483,Dalbir Chakrabarti,33,Male,Driver,Post Graduate,994627,Koppal,Koppal Town,9306360304,"H.No. 236, Chanda Circle, Nandyal-579060"
VI02484,Madhav Badami,21,Female,Unemployed,PUC,694034,Bidar,Bidar Town,9152159564,"92/385, Handa Path, Panvel-286441"
VI02485,Hardik Jain,19,Male,Labour,Primary,189242,Mysuru,Nazarbad,4669508418,"06, Gupta Road, Kavali 274350"
VI02486,Brinda Bahri,44,Female,Labour,PUC,344363,Chikkaballapur,Chikkaballapur East,+913083004098,"589, Lanka Road, Naihati 319055"
VI02487,Xiti Tiwari,20,Male,Farmer,Post Graduate,471002,Mysuru,Nazarbad,03444859007,"49/591, Sarkar Marg, Guna-111440"
VI02488,Deepa Balan,63,Female,Driver,Post Graduate,332963,Chitradurga,Chitradurga Town,02257259130,"37/529, Mannan, Thoothukudi 753262"
VI02489,Tara Bhattacharyya,26,Female,Mechanic,Primary,1040475,Hassan,Hassan Town,+917519993695,"35, Sachar, Bhimavaram 615109"
VI02490,Ekalinga Bansal,48,Female,Police,Secondary,535281,Mandya,Mandya East,+912848793074,"76/810, Grover Ganj, Morena-735658"
VI02491,Bahadurjit Vasa,36,Female,Driver,Secondary,419188,Shivamogga,Shivamogga Town,8223516709,"77/347, Wadhwa Path, Sikar-972371"
VI02492,Samuel Murty,35,Male,Police,PUC,1189297,Yadgir,Yadgir Town,+918098769174,"52, Saran Chowk, Jamnagar-220392"
VI02493,Daksh Chaudhry,64,Male,Teacher,PUC,422020,Chikkamagaluru,Chikkamagaluru Town,6148117694,"63, Sama Nagar, Thane 401164"
VI02494,Gopal Sengupta,44,Female,Farmer,Primary,193643,Bengaluru Rural,Bengaluru Rural Town,9782294140,"314, Kuruvilla Street, Noida-389773"
VI02495,Neel Rajan,18,Male,Driver,PUC,381787,Chitradurga,Chitradurga Rural,00075406312,"H.No. 51, Shetty Zila, Vijayanagaram-172720"
VI02496,Jeevika Panchal,33,Female,Software Engineer,PUC,1104655,Chamarajanagar,Chamarajanagar Town,+919497386362,"13, Rastogi Circle, Ulhasnagar 283187"
VI02497,Bhavini Prabhu,26,Male,Unemployed,Graduate,457738,Kolar,Kolar Rural,+913740347633,"H.No. 94, Johal, Korba 696503"
VI02498,Andrew Nadig,61,Male,Doctor,PUC,1037647,Mysuru,Vijayanagar,+917000867643,"88/259, Dara Path, Solapur-689110"
VI02499,Yatin Batta,47,Male,Police,Primary,1175761,Shivamogga,Shivamogga East,08301629885,"H.No. 48, Bahl Ganj, Nagercoil-848592"
VI02500,Jagdish Khare,63,Female,Unemployed,Post Graduate,1102013,Dharwad,Dharwad Town,7042515870,"235, Das Circle, Ranchi-651192"
VI02501,Dayita Patel,48,Female,Software Engineer,Primary,606628,Haveri,Haveri Rural,+911570339004,"H.No. 67, Talwar Circle, Jalna-403037"
VI02502,Raksha Sachar,47,Male,Business,Secondary,326212,Kalaburagi,Kalaburagi Rural,03975998432,"94/79, Wali Nagar, Hyderabad 877374"
VI02503,Jack Gill,32,Female,Police,Secondary,237492,Kodagu,Kodagu East,+912109149168,"74/922, Barman Street, Bongaigaon-416864"
VI02504,Ubika Lad,48,Male,Driver,PUC,907587,Chikkamagaluru,Chikkamagaluru East,6672915548,"89/246, Kara Chowk, Nagercoil-798475"
VI02505,Yachana Varty,34,Female,Software Engineer,Post Graduate,1009599,Bengaluru Rural,Bengaluru Rural East,+914621657008,"H.No. 832, Garg Chowk, New Delhi-755134"
VI02506,Warhi Ratti,69,Male,Police,Graduate,618391,Vijayanagara,Vijayanagara East,7699417070,"76/40, Tella Chowk, Tezpur-667134"
VI02507,Jyoti Basu,52,Male,Electrician,Post Graduate,994606,Chikkamagaluru,Chikkamagaluru Town,+916418723896,"H.No. 592, Sachdev Nagar, Gulbarga-218081"
VI02508,Neelima Samra,64,Male,Student,Primary,879464,Shivamogga,Shivamogga Rural,0964860393,"497, Seshadri Street, Sasaram-470804"
VI02509,Lavanya Batra,69,Female,Labour,PUC,554133,Vijayapura,Vijayapura Rural,+910349342330,"21/10, Jhaveri Street, Agra 808691"
VI02510,Pahal Mander,24,Female,Student,Graduate,444039,Vijayanagara,Vijayanagara East,1336402208,"91, Batta Nagar, Gurgaon-312675"
VI02511,Netra Devi,35,Female,Doctor,Secondary,643959,Ballari,Ballari Rural,08784856128,"91/76, Sarin Nagar, Jhansi-542011"
VI02512,Samarth Dass,46,Male,Police,Post Graduate,813119,Kolar,Kolar Town,+914611919839,"H.No. 23, Narain Zila, Vadodara 108432"
VI02513,Indrajit Dugar,44,Male,Labour,PUC,1031803,Chikkamagaluru,Chikkamagaluru Town,+911487354462,"40/151, Dash Chowk, Rajpur Sonarpur 628251"
VI02514,Anusha Bahl,18,Male,Driver,Graduate,306664,Vijayapura,Vijayapura Rural,3563014516,"74, Vaidya Marg, Malda 625145"
VI02515,Ayaan Borra,30,Female,Labour,PUC,539884,Shivamogga,Shivamogga Rural,4882421107,"83/61, Nadkarni, Davanagere 645495"
VI02516,Krish Mann,40,Female,Police,PUC,855850,Ballari,Ballari East,+911481864516,"H.No. 041, Divan Street, Bhalswa Jahangir Pur-144022"
VI02517,Harsh Bhat,61,Female,Teacher,PUC,225520,Shivamogga,Shivamogga Town,1119215200,"96/568, Lala Path, Dehri 447897"
VI02518,Pratyush Srinivasan,63,Female,Electrician,Graduate,495489,Hassan,Hassan East,06727106788,"68, Ratta Ganj, Pali 622076"
VI02519,Urishilla Sheth,64,Male,Farmer,Primary,231158,Mandya,Mandya East,05420997236,"46/78, Chaudry Marg, Bhilwara 822410"
VI02520,Laksh Chacko,61,Male,Teacher,Primary,800863,Hassan,Hassan Town,+913600578838,"740, Mistry, Hosur 204765"
VI02521,Praneel Panchal,25,Male,Teacher,Graduate,371564,Haveri,Haveri Town,+916609646782,"794, Sawhney Zila, Ozhukarai-393458"
VI02522,Barkha Karpe,41,Female,Labour,Primary,736130,Raichur,Raichur Rural,+917415728122,"87, Wable Road, Gandhinagar-294247"
VI02523,Wyatt Yadav,62,Female,Labour,Graduate,1007430,Bengaluru Rural,Bengaluru Rural Town,2796310123,"H.No. 42, Palla Road, Saharanpur 946946"
VI02524,Udant Tata,51,Female,Teacher,PUC,462339,Haveri,Haveri Town,1311691358,"59, Chakraborty Circle, Sirsa 710855"
VI02525,Aashi Bhargava,26,Female,Teacher,Graduate,274348,Yadgir,Yadgir Rural,7434867918,"416, Sehgal Street, Udaipur-679911"
VI02526,Omaja Chadha,54,Female,Electrician,Primary,391131,Raichur,Raichur Rural,9831174104,"26/08, Gola Marg, Erode-887090"
VI02527,Baljiwan Bumb,25,Female,Electrician,Primary,634296,Tumakuru,Tumakuru Town,03600524938,"H.No. 903, Garde Circle, Karimnagar-251013"
VI02528,Girish Pant,38,Female,Driver,PUC,766054,Chikkaballapur,Chikkaballapur Town,07327907071,"82/233, Barman Chowk, Guntakal 950807"
VI02529,Advay Dalal,47,Male,Business,PUC,938965,Chikkaballapur,Chikkaballapur Town,09559198597,"21, Anand Road, Phagwara 946064"
VI02530,Wridesh Kanda,67,Female,Police,PUC,275497,Mysuru,Devaraja,05521550277,"97, Tiwari Zila, Medininagar 134130"
VI02531,Tanveer Kalita,58,Male,Teacher,Secondary,362023,Shivamogga,Shivamogga Town,08839396304,"H.No. 556, Tank Ganj, Rourkela 702538"
VI02532,Ikshita Dutta,46,Male,Teacher,Graduate,487314,Tumakuru,Tumakuru Rural,9761847461,"H.No. 05, Jaggi Nagar, Howrah-612301"
VI02533,Pahal Parsa,19,Female,Labour,Primary,370792,Chitradurga,Chitradurga Rural,+911280772121,"64, Oza Street, Akola-267390"
VI02534,Indrajit Kale,30,Male,Farmer,Post Graduate,1043397,Vijayanagara,Vijayanagara East,1224617469,"H.No. 603, Sane Path, Machilipatnam-546228"
VI02535,Jairaj Mohanty,33,Male,Student,Primary,704251,Shivamogga,Shivamogga Rural,+912927565711,"90/133, Bhakta Path, Nandyal 423591"
VI02536,Janaki Ravel,62,Female,Software Engineer,Primary,411511,Vijayanagara,Vijayanagara Rural,08771427973,"H.No. 574, Salvi Street, Madanapalle 445361"
VI02537,Divya Bumb,41,Male,Electrician,Primary,195243,Bidar,Bidar Rural,+918101551634,"H.No. 51, Iyengar Street, Dehradun 964289"
VI02538,Jacob Sama,33,Female,Teacher,Secondary,474129,Chikkaballapur,Chikkaballapur Rural,01605074150,"895, Gandhi Road, Khammam-930420"
VI02539,Fariq Arora,69,Female,Teacher,Primary,843326,Davanagere,Davanagere Rural,+911421065390,"H.No. 95, Ravi, Mathura-457055"
VI02540,Indira Borde,26,Female,Farmer,Secondary,580974,Chamarajanagar,Chamarajanagar Rural,07500456166,"432, Golla Road, Hosur 500004"
VI02541,Tanay Rout,70,Female,Teacher,Primary,289379,Bengaluru Rural,Bengaluru Rural Town,7145789632,"71, Bahri Path, Solapur 269222"
VI02542,Eshana Guha,19,Male,Driver,Graduate,174285,Bengaluru Rural,Bengaluru Rural East,8315007763,"H.No. 426, Wadhwa Street, Sirsa 756846"
VI02543,Laban Parmar,33,Female,Police,Post Graduate,577615,Haveri,Haveri Town,+912180240516,"271, Prabhakar, Cuttack-904660"
VI02544,Yashawini Singhal,41,Male,Business,Primary,798632,Ballari,Ballari Town,0231499517,"65/702, Chacko Ganj, Sangli-Miraj & Kupwad-298312"
VI02545,Geetika Parikh,59,Female,Electrician,Secondary,916587,Chikkamagaluru,Chikkamagaluru Town,+910811979750,"08/59, Sule, Ambarnath-441672"
VI02546,Utkarsh Luthra,53,Female,Police,Secondary,812622,Udupi,Udupi Town,+915357225742,"58, Pant Nagar, Gulbarga-419797"
VI02547,Unni Sahota,25,Male,Mechanic,Primary,805716,Shivamogga,Shivamogga Rural,+911108528194,"40/21, Bora Marg, Noida-091256"
VI02548,Manan Murthy,35,Male,Mechanic,Primary,727161,Mysuru,Lashkar,6317616741,"H.No. 578, Parmar Zila, Erode 644900"
VI02549,Isaiah Barman,38,Male,Electrician,PUC,473430,Uttara Kannada,Uttara Kannada Rural,09446795961,"78/146, Agarwal, Kulti 052179"
VI02550,Sarthak Dube,26,Female,Driver,Post Graduate,373276,Dharwad,Dharwad East,+910777482125,"658, Chawla Nagar, Tirupati-387853"
VI02551,Megha Shetty,55,Female,Driver,Secondary,551612,Chikkamagaluru,Chikkamagaluru East,2481966842,"12/23, Ravi Path, Howrah-559790"
VI02552,Shaurya Trivedi,40,Female,Doctor,Secondary,879416,Bengaluru Urban,Indiranagar,0617339119,"482, Saran Ganj, Coimbatore-882983"
VI02553,Advik Luthra,62,Male,Police,PUC,509441,Kalaburagi,Kalaburagi Town,00834474486,"29/26, Dara Chowk, Bhilwara-484423"
VI02554,Ojas Divan,19,Female,Driver,Graduate,813019,Kalaburagi,Kalaburagi East,3893670036,"26/050, Singh Path, Ozhukarai 684473"
VI02555,Zashil Sama,63,Male,Doctor,Graduate,594215,Ballari,Ballari Rural,2570656320,"45, Bhat Street, Alwar 908158"
VI02556,Logan Balay,68,Female,Business,PUC,529236,Davanagere,Davanagere Rural,2271724422,"35/927, Bhatti, Vadodara-533005"
VI02557,Mohini Kaur,62,Female,Electrician,Graduate,1161715,Chikkamagaluru,Chikkamagaluru East,0238509929,"H.No. 596, Wason Chowk, Bhiwani 529187"
VI02558,Shivansh Lalla,67,Female,Doctor,Graduate,704787,Chikkamagaluru,Chikkamagaluru Rural,+912037703295,"H.No. 767, Panchal Chowk, Panchkula 048321"
VI02559,Panini Halder,33,Male,Teacher,Graduate,742050,Tumakuru,Tumakuru East,+913739126626,"631, Sampath Nagar, North Dumdum 444452"
VI02560,Ridhi Sanghvi,21,Female,Driver,Graduate,434618,Tumakuru,Tumakuru Town,06831897125,"H.No. 65, Mittal Ganj, Firozabad 923013"
VI02561,Vrishti Arya,52,Female,Business,Graduate,913687,Dharwad,Dharwad Rural,9300714244,"H.No. 770, Nagarajan Road, Uluberia-446026"
VI02562,Samuel Amble,69,Male,Electrician,Graduate,627877,Tumakuru,Tumakuru Rural,08213347084,"34/91, Sodhi Circle, Sultan Pur Majra-749267"
VI02563,Xavier Gola,40,Female,Police,Graduate,193406,Tumakuru,Tumakuru East,0898415718,"411, Prakash Nagar, Danapur-248065"
VI02564,Nikita Sura,26,Male,Driver,PUC,201080,Kolar,Kolar Town,08409380126,"18/344, Jaggi Nagar, Raichur-450209"
VI02565,Jeevika Manda,41,Female,Software Engineer,Secondary,1062395,Hassan,Hassan Town,+914310701412,"97/281, Bhagat Nagar, Bokaro-327306"
VI02566,Zayyan Malhotra,66,Female,Driver,Post Graduate,616726,Ballari,Ballari Town,+916299039481,"976, Amble Road, Bikaner 515853"
VI02567,Devansh Nadkarni,47,Male,Electrician,Post Graduate,450572,Bengaluru Urban,Jayanagar,01944688130,"H.No. 830, Saini Circle, Noida 370361"
VI02568,Mitesh Dhar,41,Male,Unemployed,Graduate,772117,Dharwad,Dharwad Town,+915936629399,"H.No. 802, Trivedi Nagar, Belgaum-456847"
VI02569,Vasatika Gaba,61,Female,Driver,Secondary,426187,Chamarajanagar,Chamarajanagar Town,08027241987,"256, Kohli Chowk, Durgapur 426774"
VI02570,Harshil Bora,59,Male,Unemployed,Post Graduate,773162,Davanagere,Davanagere Town,0577308582,"H.No. 558, Varughese Zila, Nellore 543659"
VI02571,Jyoti Choudhury,58,Female,Teacher,Secondary,1114541,Chikkaballapur,Chikkaballapur East,+917562692268,"H.No. 922, Karnik Zila, Pimpri-Chinchwad 797927"
VI02572,Karan Kata,40,Male,Police,Secondary,1046280,Kodagu,Kodagu East,02953432204,"944, Sha Path, Karaikudi-618679"
VI02573,Wakeeta Garde,55,Female,Doctor,Graduate,700635,Belagavi,Tilakwadi,02599849860,"55, Doctor Marg, Amravati 146741"
VI02574,Dipta Balan,56,Female,Unemployed,Post Graduate,892473,Dakshina Kannada,Barke,08389146218,"95, Prabhakar Chowk, Kota 369076"
VI02575,Rushil Saran,64,Male,Business,Graduate,554846,Udupi,Udupi Rural,+917327145839,"251, Nagi Road, Erode 607649"
VI02576,Timothy Sodhi,49,Female,Police,Secondary,1071591,Ramanagara,Ramanagara Town,1894499707,"H.No. 48, Das Street, Khammam 975993"
VI02577,Rudra Tella,51,Male,Business,Secondary,736908,Ramanagara,Ramanagara Town,09612555922,"32, Singh Circle, Aurangabad 259839"
VI02578,Tejas Pall,28,Male,Doctor,Secondary,976567,Vijayapura,Vijayapura Town,+918323235916,"H.No. 746, Krishnan Road, Srikakulam-061104"
VI02579,Ekanta Tandon,26,Female,Mechanic,Primary,1118191,Uttara Kannada,Uttara Kannada East,2957877550,"10/25, Baral Path, Ambattur-344972"
VI02580,Indali Pillai,63,Male,Police,PUC,234798,Gadag,Gadag Rural,06707091617,"09, Palan Road, Shivpuri 809483"
VI02581,Dominic Jaggi,42,Female,Police,PUC,358245,Chikkamagaluru,Chikkamagaluru East,+919590754118,"H.No. 10, Mahajan Street, Durg-634989"
VI02582,Zashil Bhatt,53,Female,Student,Post Graduate,316629,Belagavi,Camp,0251190244,"16, Devan Chowk, Loni 720783"
VI02583,Bina Zachariah,19,Female,Driver,Secondary,425265,Yadgir,Yadgir Town,+915611617338,"18/38, Kibe Chowk, Tirunelveli-876377"
VI02584,Dalbir Rao,56,Male,Driver,Graduate,762271,Kodagu,Kodagu East,+913617928604,"275, Viswanathan Street, Hyderabad-097499"
VI02585,Ganga Tripathi,55,Female,Business,Post Graduate,432762,Mysuru,Lashkar,+919870791915,"H.No. 24, Malhotra Path, Kirari Suleman Nagar-521082"
VI02586,Harshil Mandal,49,Female,Teacher,Secondary,582596,Hassan,Hassan Rural,+918020896719,"09, Deshmukh Zila, Proddatur 539532"
VI02587,Veda Bakshi,38,Female,Student,Secondary,1107992,Koppal,Koppal Town,8658271336,"51/94, Das, Sagar-915977"
VI02588,Zayyan Randhawa,68,Male,Unemployed,Graduate,602877,Chamarajanagar,Chamarajanagar East,08973750700,"19/75, De, Ahmedabad-658863"
VI02589,Gautam Golla,67,Male,Farmer,PUC,401015,Koppal,Koppal Rural,08709720688,"98, Gulati Road, Mangalore 473868"
VI02590,Hemang Dass,26,Female,Driver,Graduate,1074891,Ballari,Ballari Town,01807900774,"01/751, Shan Marg, Motihari 426903"
VI02591,Frado Borra,22,Female,Student,PUC,958171,Shivamogga,Shivamogga Town,+911415203882,"H.No. 71, Dhillon Marg, Kakinada-440488"
VI02592,Bina Ramanathan,60,Female,Software Engineer,Secondary,1191693,Yadgir,Yadgir East,6105991237,"27, Nanda Nagar, Kadapa-552054"
VI02593,Tripti More,40,Female,Student,Primary,205250,Belagavi,Tilakwadi,09064764059,"H.No. 08, Gulati Ganj, Bhimavaram 152606"
VI02594,Darika Chaudhry,18,Male,Farmer,Post Graduate,1100378,Davanagere,Davanagere Town,02203468438,"71, Bali Marg, Hajipur 573588"
VI02595,Alka Padmanabhan,60,Female,Driver,Graduate,589547,Chikkaballapur,Chikkaballapur Town,08124615709,"908, Garde, Rajpur Sonarpur-881355"
VI02596,Anmol Kapur,47,Female,Student,Primary,423004,Udupi,Udupi Town,0988032542,"44/947, Sani Marg, Sagar-585793"
VI02597,Tripti Bera,30,Female,Farmer,PUC,862791,Koppal,Koppal Rural,7512417942,"H.No. 920, Bhat Ganj, Etawah 285024"
VI02598,Harrison Patil,61,Female,Police,PUC,206204,Ballari,Ballari Town,+917636687098,"H.No. 08, Krishnamurthy Ganj, Bokaro 769536"
VI02599,Quincy Gandhi,44,Male,Driver,Post Graduate,273296,Kalaburagi,Kalaburagi Town,9878326970,"58, Bhatt Circle, Bharatpur-859076"
VI02600,Ishani Nadig,29,Male,Labour,Graduate,329078,Haveri,Haveri Town,0095398497,"03, Agate Road, Guntur 191458"
VI02601,Sneha Balan,66,Male,Labour,Post Graduate,735685,Uttara Kannada,Uttara Kannada Town,8206808636,"13/130, Brahmbhatt Chowk, Hindupur-215605"
VI02602,Urishilla Karpe,33,Female,Doctor,Graduate,229277,Davanagere,Davanagere Town,02690901489,"H.No. 84, Chopra Zila, Unnao-633879"
VI02603,Tarak Goswami,31,Male,Software Engineer,Post Graduate,1124250,Bengaluru Urban,Indiranagar,+915699107107,"H.No. 56, Ganesh Street, Durgapur-106943"
VI02604,Lajita Dey,25,Female,Software Engineer,Graduate,211983,Yadgir,Yadgir Rural,00464878278,"H.No. 86, Gole Path, Gandhinagar-062777"
VI02605,Rohan Chaudhari,30,Male,Labour,Post Graduate,268881,Chamarajanagar,Chamarajanagar Town,+919856231165,"H.No. 226, Rau Chowk, Hospet-646948"
VI02606,Girindra Chahal,18,Female,Farmer,Graduate,855104,Tumakuru,Tumakuru Rural,+915673862774,"65, Kant, Saharanpur-835924"
VI02607,Ladli Cheema,68,Female,Farmer,Secondary,200370,Bagalkot,Bagalkot Town,01266818239,"H.No. 76, Ganesan Road, Medininagar-067938"
VI02608,Wishi Hegde,50,Female,Electrician,PUC,1166267,Ballari,Ballari Rural,09405398655,"H.No. 611, Khanna Marg, Agartala 130249"
VI02609,Triya Deshpande,61,Female,Driver,Post Graduate,860472,Dakshina Kannada,Barke,01288227532,"12, Nanda Nagar, Adoni-764767"
VI02610,Nakul Mody,37,Female,Driver,PUC,1068003,Kolar,Kolar Town,04846630848,"13/214, Gulati Street, Bilaspur-375021"
VI02611,Wahab Divan,43,Female,Doctor,PUC,974906,Bidar,Bidar Town,04133224577,"93, Aggarwal Chowk, Davanagere-988524"
VI02612,Sudiksha Goel,29,Female,Software Engineer,Primary,411808,Bengaluru Urban,Whitefield,+911132081542,"H.No. 019, Varkey Marg, Purnia-375616"
VI02613,Dayamai Hayer,26,Male,Teacher,Secondary,717049,Chitradurga,Chitradurga East,7547401405,"H.No. 32, Kaul Marg, Faridabad-636903"
VI02614,Champak Shah,38,Male,Police,PUC,991725,Shivamogga,Shivamogga East,06303271843,"50, Barman Chowk, Pune-429760"
VI02615,Aachal Sami,49,Female,Teacher,Secondary,770534,Bengaluru Urban,Cubbon Park,+911738635563,"H.No. 93, Mistry Nagar, Saharsa 107672"
VI02616,Gautami Bawa,54,Female,Farmer,Graduate,942008,Koppal,Koppal Town,08371129063,"79/143, Lala, Thoothukudi 751382"
VI02617,Bhavini Mitra,20,Female,Labour,Post Graduate,1029682,Hassan,Hassan Rural,+919345462665,"H.No. 01, Gandhi Chowk, Medininagar-403020"
VI02618,Isha Mane,65,Female,Labour,PUC,1086417,Kolar,Kolar East,+911410679433,"100, Narang Marg, Nellore-113230"
VI02619,Ojas Mohan,22,Male,Driver,Graduate,1065940,Chikkamagaluru,Chikkamagaluru East,01491717923,"92/53, Cheema Path, Jalandhar-036584"
VI02620,Daksh Shanker,27,Female,Teacher,Primary,1088683,Hassan,Hassan East,02891162611,"32/233, Sandhu Zila, Jamshedpur-632715"
VI02621,Krishna Sood,59,Female,Labour,Post Graduate,814862,Koppal,Koppal Town,05160350086,"H.No. 62, Saran Path, Jhansi-038435"
VI02622,Anirudh Sastry,48,Male,Farmer,Secondary,734559,Chamarajanagar,Chamarajanagar Rural,03441788007,"H.No. 071, Bose Road, Tiruppur 042019"
VI02623,Arin Sagar,25,Female,Unemployed,PUC,897370,Kolar,Kolar Town,5473940616,"89/87, Kar Road, Satara 723852"
VI02624,Rushil Goda,34,Male,Electrician,Post Graduate,180597,Mysuru,Vijayanagar,1066994759,"75, Halder Chowk, Mirzapur-210477"
VI02625,Pushti Sur,18,Female,Driver,Graduate,571330,Chikkamagaluru,Chikkamagaluru Rural,+916332482721,"68/30, Dave Circle, Vadodara 555015"
VI02626,Siddharth Uppal,22,Female,Software Engineer,Graduate,524203,Dharwad,Dharwad Rural,03193486476,"H.No. 17, Chhabra Street, Thanjavur-920086"
VI02627,Nihal Rana,55,Male,Driver,Secondary,483521,Gadag,Gadag East,01941974362,"137, Misra Zila, Khora -932279"
VI02628,Bhavani Borah,39,Female,Farmer,Secondary,913795,Haveri,Haveri Town,06121569108,"19/766, Ratti Road, Jamshedpur 961400"
VI02629,Ekaja Raj,29,Male,Business,Secondary,160191,Dharwad,Dharwad Rural,1574367152,"42, Dua Marg, Eluru-400914"
VI02630,Varenya Rau,67,Female,Electrician,Post Graduate,881751,Bagalkot,Bagalkot East,+915632019019,"H.No. 96, Rama Chowk, Ballia 966714"
VI02631,Ranbir Sastry,25,Female,Student,Secondary,789494,Tumakuru,Tumakuru East,08457494125,"071, Parmar Chowk, Etawah 330980"
VI02632,Quincy Rajan,67,Female,Mechanic,Primary,164485,Bidar,Bidar Rural,5018099055,"553, Sethi Circle, Bareilly 770082"
VI02633,Tanish Arora,68,Male,Software Engineer,Graduate,596394,Kolar,Kolar East,+910366474682,"797, Munshi Marg, Thane 770093"
VI02634,Jalsa Sinha,56,Male,Unemployed,Secondary,214647,Gadag,Gadag East,06523208025,"333, Pingle Marg, Raebareli-040587"
VI02635,Hemal Dara,22,Male,Police,Graduate,859629,Chamarajanagar,Chamarajanagar Rural,+919234186867,"H.No. 59, Murty Nagar, Jalna 650571"
VI02636,Udant Soman,26,Female,Mechanic,Post Graduate,709871,Mandya,Mandya Town,08322545380,"46/66, Arya Chowk, Ahmedabad 718866"
VI02637,Pushti Padmanabhan,56,Female,Unemployed,Graduate,207908,Koppal,Koppal East,9517252023,"H.No. 912, Thaman Street, Alappuzha-643023"
VI02638,Kabir Chander,69,Male,Mechanic,Primary,202206,Ramanagara,Ramanagara Rural,01273364722,"392, Dayal Circle, Tumkur-387603"
VI02639,Hritik Kunda,42,Male,Teacher,Secondary,669088,Haveri,Haveri Rural,9024239528,"99/55, Cherian Circle, Siliguri-336571"
VI02640,Varenya Kala,20,Male,Teacher,Post Graduate,316398,Uttara Kannada,Uttara Kannada Rural,+913273317841,"H.No. 485, Chawla, Bareilly-038899"
VI02641,Forum Pal,49,Female,Teacher,Secondary,962686,Ramanagara,Ramanagara East,9767910620,"H.No. 60, Sheth Nagar, Jaunpur-564484"
