criminal_id,name,age,gender,occupation,gang,previous_cases,risk_score,phone,district,police_station
CR01512,Ishani Ganesh,47,Male,Software Engineer,Highway Gang,8,100,+911158718452,Chikkamagaluru,Chikkamagaluru Rural
CR01513,Janani Mammen,56,Female,Farmer,Cyber Ring,10,100,2687447017,Shivamogga,Shivamogga East
CR01514,Nihal Bakshi,60,Male,Software Engineer,South Syndicate,0,55,8652377729,Gadag,Gadag Town
CR01515,Mugdha Naik,62,Female,Software Engineer,South Syndicate,0,46,03370140052,Kolar,Kolar East
CR01516,Dev Bakshi,58,Male,Teacher,South Syndicate,2,70,05800027221,Vijayanagara,Vijayanagara Rural
CR01517,Quincy Nagarajan,40,Female,Mechanic,East Crew,5,93,03160943913,Vijayanagara,Vijayanagara East
CR01518,Gabriel Talwar,55,Female,Doctor,East Crew,8,100,+910313695528,Chamarajanagar,Chamarajanagar Town
CR01519,Patrick Bala,36,Male,Driver,Highway Gang,13,100,2973525953,Kolar,Kolar Rural
CR01520,Manbir Gara,51,Female,Doctor,Highway Gang,4,77,+917393899204,Mysuru,Vijayanagar
CR01521,Urvi Kapadia,36,Male,Electrician,Highway Gang,9,100,03236618507,Chitradurga,Chitradurga Town
CR01522,Gavin Bawa,25,Male,Electrician,East Crew,6,97,7082697182,Udupi,Udupi East
CR01523,Lakshmi Barad,18,Male,Teacher,Highway Gang,0,44,+910712615838,Davanagere,Davanagere East
CR01524,Gaurav Tailor,60,Male,Farmer,East Crew,11,100,6484673574,Tumakuru,Tumakuru East
CR01525,Maanav Kadakia,23,Female,Student,South Syndicate,4,73,+912228019442,Gadag,Gadag East
CR01526,Mitesh Gour,58,Female,Mechanic,East Crew,15,100,+915606295350,Chikkaballapur,Chikkaballapur East
CR01527,Xavier Srinivas,56,Female,Business,East Crew,3,77,+911180467413,Vijayanagara,Vijayanagara Rural
CR01528,Vedika Murty,34,Male,Mechanic,Cyber Ring,10,100,+918418520136,Bengaluru Urban,Indiranagar
CR01529,Nandini Bhandari,54,Female,Labour,East Crew,9,100,4639756154,Belagavi,Tilakwadi
CR01530,Chakradev Pathak,51,Female,Unemployed,Highway Gang,12,100,04912151641,Bengaluru Rural,Bengaluru Rural Town
CR01531,Hema Narayan,47,Female,Mechanic,Highway Gang,11,100,04091969395,Davanagere,Davanagere Rural
CR01532,Watika Parmar,23,Male,Doctor,Cyber Ring,0,49,+910702042620,Bagalkot,Bagalkot Rural
CR01533,Watika Char,26,Female,Driver,Cyber Ring,7,100,+911241393696,Kalaburagi,Kalaburagi Rural
CR01534,Sudiksha Ravi,47,Female,Driver,Highway Gang,4,74,+919873126773,Mysuru,Nazarbad
CR01535,Qasim Deo,24,Female,Doctor,East Crew,1,51,06075988978,Udupi,Udupi East
CR01536,Indira Khalsa,39,Male,Farmer,Cyber Ring,9,100,3943191654,Haveri,Haveri East
CR01537,Azaan Vala,65,Female,Business,Cyber Ring,6,95,9523120219,Bengaluru Urban,Yelahanka
CR01538,Indira Bajwa,64,Male,Electrician,East Crew,4,78,07644974700,Mandya,Mandya Rural
CR01539,Logan Salvi,56,Male,Labour,None,3,47,7644867649,Bagalkot,Bagalkot Town
CR01540,Shivani More,19,Female,Mechanic,South Syndicate,7,97,+916365604500,Bengaluru Rural,Bengaluru Rural Rural
CR01541,Yash Pandit,29,Male,Labour,East Crew,3,72,03730964969,Dharwad,Dharwad Rural
CR01542,Ucchal Sastry,27,Male,Business,Cyber Ring,14,100,+911952963530,Bengaluru Rural,Bengaluru Rural Rural
CR01543,Unnati Anand,62,Male,Electrician,South Syndicate,7,100,+915512827636,Kalaburagi,Kalaburagi East
CR01544,Wahab Brar,55,Female,Software Engineer,East Crew,9,100,09489895965,Mysuru,Nazarbad
CR01545,Odika Saran,47,Female,Mechanic,Highway Gang,12,100,+914544344149,Raichur,Raichur Town
CR01546,Meghana Konda,54,Female,Driver,East Crew,0,49,3449743946,Hassan,Hassan Town
CR01547,Anay Vora,40,Male,Electrician,Cyber Ring,1,62,8223095862,Hassan,Hassan Town
CR01548,Tejas Walia,50,Male,Software Engineer,None,8,96,8941321097,Bidar,Bidar Rural
CR01549,Darsh Ghose,40,Female,Electrician,South Syndicate,2,60,+917075485346,Mandya,Mandya Town
CR01550,Gayathri Sodhi,22,Female,Mechanic,East Crew,8,100,2203004496,Vijayanagara,Vijayanagara Rural
CR01551,Lakshmi Bhatt,60,Female,Business,Cyber Ring,5,90,+919390025121,Raichur,Raichur East
CR01552,Triya Nath,22,Male,Driver,Cyber Ring,11,100,05896359570,Koppal,Koppal Rural
CR01553,Farhan Kamdar,49,Female,Software Engineer,None,7,83,+914584345663,Mysuru,Nazarbad
CR01554,Elijah Kapoor,64,Female,Mechanic,None,7,78,8503423622,Vijayapura,Vijayapura Town
CR01555,Yuvraj Hayer,20,Male,Electrician,Cyber Ring,1,59,07424631043,Chikkamagaluru,Chikkamagaluru Town
CR01556,Ojasvi Thaman,62,Female,Mechanic,South Syndicate,0,44,6800852946,Dakshina Kannada,Pandeshwar
CR01557,Michael Chakraborty,46,Female,Student,South Syndicate,6,94,7741743043,Chikkamagaluru,Chikkamagaluru Rural
CR01558,Dalbir Dubey,30,Male,Doctor,Highway Gang,5,80,+918502289466,Udupi,Udupi East
CR01559,Pratyush Sen,18,Female,Mechanic,South Syndicate,3,66,02332829302,Ballari,Ballari Town
CR01560,Krish Narayanan,30,Male,Doctor,South Syndicate,10,100,09133030334,Mysuru,Devaraja
CR01561,Upadhriti Sastry,26,Male,Electrician,East Crew,11,100,+911675076279,Koppal,Koppal East
CR01562,Divya Krish,26,Female,Farmer,None,12,100,0245301239,Kolar,Kolar Town
CR01563,Vinaya Garde,52,Female,Driver,South Syndicate,15,100,+910342028471,Ballari,Ballari East
CR01564,Gavin Sha,40,Male,Business,East Crew,9,100,2224050764,Dharwad,Dharwad East
CR01565,Harsh Soni,51,Female,Mechanic,Cyber Ring,2,57,7546199240,Kolar,Kolar Town
CR01566,Jagvi Karan,59,Male,Driver,Cyber Ring,3,74,7272581225,Haveri,Haveri Rural
CR01567,Hemal Rajan,21,Male,Student,East Crew,13,100,08448237337,Chamarajanagar,Chamarajanagar Rural
CR01568,Quincy Chaudhry,54,Male,Software Engineer,South Syndicate,1,50,+911101878035,Haveri,Haveri Town
CR01569,Chandresh Borah,23,Female,Business,Cyber Ring,13,100,00740392519,Ramanagara,Ramanagara East
CR01570,Isha Gokhale,50,Male,Police,None,1,39,5171222764,Ballari,Ballari Rural
CR01571,Thomas Sha,19,Male,Driver,Highway Gang,13,100,+912054221626,Chitradurga,Chitradurga Town
CR01572,Abha Raja,21,Female,Mechanic,None,12,100,+913083344470,Kodagu,Kodagu Rural
CR01573,Yadavi Venkataraman,25,Female,Farmer,Highway Gang,13,100,08995047020,Kodagu,Kodagu Town
CR01574,Krishna Tripathi,21,Male,Student,South Syndicate,11,100,5195377492,Dakshina Kannada,Barke
CR01575,Prisha Kadakia,52,Male,Driver,South Syndicate,0,47,+919563427775,Gadag,Gadag East
CR01576,Nathaniel Parmer,46,Male,Teacher,None,1,29,2061658129,Ballari,Ballari Town
CR01577,Ayaan Pillay,33,Female,Business,East Crew,10,100,2294115630,Koppal,Koppal East
CR01578,Eesha Mutti,22,Female,Labour,None,15,100,9636372629,Mysuru,Nazarbad
CR01579,Pranit Basak,46,Female,Software Engineer,East Crew,15,100,06154980851,Vijayapura,Vijayapura Town
CR01580,Samarth Chhabra,38,Male,Driver,Cyber Ring,7,100,+918004983211,Vijayapura,Vijayapura Rural
CR01581,Max Chandra,23,Male,Business,Cyber Ring,13,100,+911548158268,Haveri,Haveri Rural
CR01582,Xalak Ratti,41,Male,Driver,Cyber Ring,9,100,00191854880,Chamarajanagar,Chamarajanagar Town
CR01583,Dayamai Mody,19,Female,Driver,Highway Gang,14,100,+910062987787,Yadgir,Yadgir Town
CR01584,Dipta Verma,23,Male,Teacher,Cyber Ring,8,100,06646419623,Dharwad,Dharwad Rural
CR01585,Pranit Choudhury,42,Female,Driver,None,15,100,2622132041,Uttara Kannada,Uttara Kannada Rural
CR01586,Bhavani Gade,45,Male,Police,Highway Gang,6,97,4831478911,Bidar,Bidar East
CR01587,Sanya Dube,19,Female,Teacher,Cyber Ring,1,54,09999498128,Shivamogga,Shivamogga Rural
CR01588,Indrajit Bahri,45,Female,Unemployed,East Crew,0,41,+913666020005,Ramanagara,Ramanagara East
CR01589,Neel Zacharia,61,Female,Labour,Cyber Ring,3,78,03863105052,Dharwad,Dharwad East
CR01590,Yash Wagle,51,Female,Business,Cyber Ring,13,100,+918058269299,Ramanagara,Ramanagara East
CR01591,Darpan Seshadri,35,Female,Farmer,South Syndicate,14,100,08627633283,Bengaluru Urban,Ashok Nagar
CR01592,Samar Kala,20,Female,Software Engineer,East Crew,9,100,06185186267,Kolar,Kolar Rural
CR01593,Yug Saraf,37,Female,Teacher,Cyber Ring,8,100,4101328233,Bagalkot,Bagalkot Town
CR01594,Hardik Zachariah,18,Female,Driver,Highway Gang,14,100,3527918750,Bagalkot,Bagalkot Rural
CR01595,Vasatika Tailor,21,Male,Teacher,Cyber Ring,15,100,01065920881,Chamarajanagar,Chamarajanagar Rural
CR01596,Yug Borde,35,Female,Electrician,Highway Gang,2,60,2797617815,Bidar,Bidar Rural
CR01597,Yatin Mistry,32,Male,Police,South Syndicate,7,97,07202665686,Bengaluru Urban,Ashok Nagar
CR01598,Irya Chandra,55,Female,Driver,Cyber Ring,5,87,+915734989925,Uttara Kannada,Uttara Kannada Rural
CR01599,Udant Mahajan,61,Female,Labour,East Crew,1,49,6074299074,Chikkamagaluru,Chikkamagaluru Town
CR01600,Luke Sabharwal,50,Female,Farmer,East Crew,7,98,09417996708,Bengaluru Rural,Bengaluru Rural Town
CR01601,Tanvi Mohanty,41,Female,Farmer,South Syndicate,7,100,7485994641,Dakshina Kannada,Kankanady
CR01602,Yamini Mittal,56,Female,Software Engineer,South Syndicate,9,100,+916734785369,Bagalkot,Bagalkot Rural
CR01603,Lajita Master,57,Male,Business,Highway Gang,11,100,8044509286,Yadgir,Yadgir Rural
CR01604,Eta Garg,55,Male,Farmer,East Crew,1,54,+910262706648,Vijayanagara,Vijayanagara Town
CR01605,Andrew Gola,50,Female,Student,Cyber Ring,10,100,08458130889,Raichur,Raichur East
CR01606,Benjamin Narayan,23,Male,Student,South Syndicate,1,61,04883997418,Dharwad,Dharwad East
CR01607,Ojasvi Khalsa,56,Female,Police,Cyber Ring,3,78,+912750003056,Tumakuru,Tumakuru Town
CR01608,Harsh Parekh,36,Male,Software Engineer,East Crew,10,100,3056418493,Chamarajanagar,Chamarajanagar East
CR01609,Chaitaly Sankaran,65,Male,Unemployed,South Syndicate,11,100,09087018726,Hassan,Hassan Rural
CR01610,Azaan Chowdhury,40,Male,Software Engineer,Highway Gang,14,100,3651034444,Davanagere,Davanagere Town
CR01611,Caleb Ramaswamy,32,Male,Labour,Highway Gang,7,100,04568652406,Tumakuru,Tumakuru Rural
CR01612,Jonathan Dada,56,Female,Teacher,Cyber Ring,13,100,05996725622,Mysuru,Vijayanagar
CR01613,Jeet Anand,44,Male,Doctor,None,10,100,03347047476,Belagavi,Tilakwadi
CR01614,Bhavya Nanda,18,Male,Farmer,South Syndicate,6,100,09396521383,Vijayapura,Vijayapura Rural
CR01615,Abeer Suresh,65,Male,Business,Cyber Ring,8,100,+912455312900,Raichur,Raichur Rural
CR01616,Meera Datta,22,Male,Labour,None,13,100,2117327726,Raichur,Raichur Town
CR01617,Yatin Pal,62,Male,Unemployed,East Crew,13,100,5585229425,Bengaluru Urban,Madiwala
CR01618,Dhriti Chaudhuri,55,Male,Unemployed,East Crew,3,65,01857591710,Vijayapura,Vijayapura Rural
CR01619,Charles Wadhwa,44,Female,Unemployed,East Crew,2,69,0549147744,Yadgir,Yadgir Rural
CR01620,Victor Pau,64,Male,Unemployed,Highway Gang,9,100,3524784171,Raichur,Raichur Town
CR01621,Charita Sharaf,41,Female,Mechanic,None,4,62,+914493053788,Kolar,Kolar East
CR01622,Tristan Hayer,55,Female,Farmer,South Syndicate,14,100,+918361133892,Kalaburagi,Kalaburagi East
CR01623,Baljiwan Varghese,54,Female,Teacher,Highway Gang,9,100,08828152787,Dakshina Kannada,Pandeshwar
CR01624,Aditya Mangal,27,Male,Unemployed,East Crew,12,100,6251521746,Shivamogga,Shivamogga Town
CR01625,Simon Narang,57,Female,Farmer,Cyber Ring,13,100,3780189156,Chikkamagaluru,Chikkamagaluru East
CR01626,Raghav Master,35,Female,Electrician,South Syndicate,9,100,06717762969,Bengaluru Rural,Bengaluru Rural Rural
CR01627,Dayita Kapur,56,Male,Student,East Crew,5,88,+916299946645,Yadgir,Yadgir Rural
CR01628,Ayush Bansal,50,Male,Driver,None,4,53,+910898573908,Chamarajanagar,Chamarajanagar East
CR01629,Harini Gade,41,Male,Teacher,None,6,81,+911896844246,Haveri,Haveri Town
CR01630,Yoshita Varughese,36,Male,Unemployed,Cyber Ring,14,100,09979572857,Bengaluru Urban,Whitefield
CR01631,Ijaya Venkatesh,23,Male,Teacher,Highway Gang,14,100,+918190221797,Haveri,Haveri Rural
CR01632,Laksh Mistry,64,Male,Software Engineer,None,11,100,8397170598,Ramanagara,Ramanagara Town
CR01633,Adweta Narasimhan,65,Male,Unemployed,East Crew,10,100,+914367286811,Hassan,Hassan East
CR01634,Teerth Balan,51,Female,Student,Highway Gang,1,49,+918856811939,Bengaluru Rural,Bengaluru Rural East
CR01635,Fariq Maharaj,32,Male,Teacher,South Syndicate,0,55,09009921779,Bengaluru Urban,Madiwala
CR01636,Kamala Mutti,64,Female,Teacher,Highway Gang,4,76,+918669335158,Udupi,Udupi Town
CR01637,Ucchal Arora,64,Male,Driver,None,6,81,5326011939,Yadgir,Yadgir East
CR01638,Advaith Kothari,31,Male,Driver,Highway Gang,2,69,2974255136,Kodagu,Kodagu East
CR01639,Daniel Wali,55,Male,Police,Cyber Ring,8,100,08181045024,Dharwad,Dharwad East
CR01640,Triya Jhaveri,37,Male,Teacher,Cyber Ring,15,100,01587366271,Mysuru,Vijayanagar
CR01641,Ikshita Upadhyay,52,Female,Teacher,Highway Gang,15,100,9693353900,Koppal,Koppal Rural
CR01642,Ekanta Sani,44,Female,Software Engineer,None,7,83,+915473156639,Yadgir,Yadgir Rural
CR01643,Quincy Parikh,38,Male,Software Engineer,None,13,100,01164369028,Bidar,Bidar Rural
CR01644,Urishilla Sunder,56,Female,Police,Highway Gang,4,79,+917028966605,Udupi,Udupi Rural
CR01645,Chakrika Goel,31,Female,Driver,East Crew,0,50,1644161019,Chikkamagaluru,Chikkamagaluru East
CR01646,Ekiya Jayaraman,46,Female,Mechanic,East Crew,8,100,08464051038,Gadag,Gadag Rural
CR01647,Krishna Swaminathan,32,Female,Police,East Crew,1,49,+910427636281,Haveri,Haveri East
CR01648,Aashi Madan,54,Male,Labour,Highway Gang,9,100,01893953096,Gadag,Gadag Town
CR01649,Omya Tandon,26,Male,Unemployed,Cyber Ring,3,64,04909228849,Koppal,Koppal Rural
CR01650,Anamika Nagarajan,39,Female,Labour,None,12,100,01358727174,Shivamogga,Shivamogga East
CR01651,Ansh Sandal,52,Male,Business,Cyber Ring,1,60,8116403439,Chamarajanagar,Chamarajanagar Rural
CR01652,Yashica Tak,41,Female,Mechanic,East Crew,7,100,+918775833364,Tumakuru,Tumakuru Town
CR01653,Shivani Atwal,51,Male,Labour,None,7,88,01309091538,Ballari,Ballari Town
CR01654,Arin Grewal,37,Male,Student,None,15,100,2625420412,Bidar,Bidar Rural
CR01655,Frederick Banerjee,42,Female,Business,East Crew,1,56,5772044100,Ramanagara,Ramanagara Town
CR01656,Anita Chaudhry,64,Female,Driver,None,2,36,3245381097,Belagavi,Market
CR01657,Hardik Dhawan,43,Male,Doctor,None,4,61,+914870987264,Ramanagara,Ramanagara East
CR01658,Samarth Goswami,19,Female,Teacher,Highway Gang,10,100,+915174224043,Kalaburagi,Kalaburagi East
CR01659,Oni Chaudhry,54,Female,Mechanic,None,6,77,+918900346861,Chikkamagaluru,Chikkamagaluru East
CR01660,Tanveer Bedi,53,Female,Electrician,None,13,100,00286720200,Chikkaballapur,Chikkaballapur Rural
CR01661,Warjas Raman,64,Female,Software Engineer,Highway Gang,7,99,02195368900,Bagalkot,Bagalkot Rural
CR01662,Udyati Soni,43,Male,Electrician,South Syndicate,14,100,5001732590,Kolar,Kolar Town
CR01663,Triya Kalita,37,Female,Business,Cyber Ring,15,100,7130722113,Bengaluru Rural,Bengaluru Rural East
CR01664,Benjamin Upadhyay,49,Male,Farmer,Cyber Ring,3,68,01672210454,Bidar,Bidar Town
CR01665,Isaac Tandon,51,Male,Driver,Cyber Ring,12,100,+919281707443,Udupi,Udupi Rural
CR01666,Chatura Dhillon,39,Male,Driver,Highway Gang,8,100,+914422521602,Chitradurga,Chitradurga East
CR01667,Pratyush Kala,31,Female,Labour,None,13,100,4120944772,Chikkamagaluru,Chikkamagaluru East
CR01668,Arin Joshi,63,Female,Labour,South Syndicate,10,100,2655132761,Dakshina Kannada,Barke
CR01669,Charita Bajwa,42,Male,Driver,Highway Gang,3,69,2455985160,Raichur,Raichur Town
CR01670,Hitesh Cherian,25,Male,Mechanic,South Syndicate,3,79,1589126864,Chamarajanagar,Chamarajanagar Rural
CR01671,Aadhya Srinivas,65,Female,Mechanic,Cyber Ring,5,80,6862376008,Haveri,Haveri Town
CR01672,Devika Shan,64,Female,Labour,None,9,100,00837819190,Gadag,Gadag Rural
CR01673,Bishakha De,27,Female,Labour,Cyber Ring,11,100,+916400698369,Mandya,Mandya Town
CR01674,Rudra Nanda,48,Female,Student,Cyber Ring,11,100,+914848647082,Koppal,Koppal Rural
CR01675,Udarsh Wable,48,Male,Software Engineer,South Syndicate,4,85,05462202123,Kalaburagi,Kalaburagi East
CR01676,Manbir Atwal,18,Female,Unemployed,South Syndicate,5,86,05033000088,Haveri,Haveri Town
CR01677,Yuvraj Manne,39,Male,Driver,None,6,82,6739190088,Kodagu,Kodagu Rural
CR01678,Jairaj Krishnan,53,Male,Software Engineer,None,5,60,+916009169232,Davanagere,Davanagere East
CR01679,Saksham Shan,55,Female,Software Engineer,East Crew,6,100,9897906085,Chitradurga,Chitradurga Rural
CR01680,Fitan Sandal,60,Male,Farmer,Cyber Ring,8,100,04630009984,Kodagu,Kodagu East
CR01681,Zaid Saraf,34,Male,Business,South Syndicate,3,76,+911371181519,Chikkamagaluru,Chikkamagaluru Town
CR01682,Aashi Narayan,56,Female,Unemployed,Cyber Ring,10,100,2942034015,Shivamogga,Shivamogga East
CR01683,Ekiya Khare,31,Male,Doctor,South Syndicate,6,92,06607569994,Bagalkot,Bagalkot Town
CR01684,Anjali Ravel,38,Male,Driver,South Syndicate,4,76,07201082402,Haveri,Haveri Town
CR01685,Yashica Doshi,38,Female,Labour,Highway Gang,14,100,+913879402620,Mysuru,Devaraja
CR01686,Xiti Boase,42,Female,Software Engineer,Cyber Ring,7,100,04527353642,Dharwad,Dharwad Rural
CR01687,Hemangini Sha,31,Male,Police,Cyber Ring,10,100,+910412918285,Belagavi,Market
CR01688,Jack Sahota,49,Female,Police,Highway Gang,4,75,+912559046100,Kodagu,Kodagu Rural
CR01689,Oscar Kanda,41,Female,Police,East Crew,13,100,+914660012838,Bidar,Bidar Town
CR01690,Tara Chadha,30,Female,Software Engineer,South Syndicate,13,100,+911232961512,Koppal,Koppal East
CR01691,Aishani Walia,51,Male,Driver,South Syndicate,0,49,5076653446,Hassan,Hassan Rural
CR01692,Dalaja Goel,34,Male,Doctor,None,10,100,+917634601915,Vijayanagara,Vijayanagara Rural
CR01693,Abhimanyu Pau,43,Male,Unemployed,East Crew,1,56,03472435861,Mandya,Mandya Rural
CR01694,Nimrat Warrior,63,Female,Doctor,None,8,98,+912512726708,Kolar,Kolar Town
CR01695,Omya Ram,59,Male,Driver,South Syndicate,15,100,06224197687,Haveri,Haveri East
CR01696,Chaaya Solanki,27,Male,Business,Cyber Ring,0,42,01290350061,Vijayapura,Vijayapura East
CR01697,Xiti Subramanian,58,Male,Software Engineer,None,13,100,02235434046,Ballari,Ballari Rural
CR01698,Michael Choudhry,65,Male,Software Engineer,South Syndicate,8,100,+911564952549,Mandya,Mandya East
CR01699,Anay Ratta,51,Male,Police,Cyber Ring,5,92,4411197388,Ramanagara,Ramanagara Rural
CR01700,Manan Sheth,50,Male,Unemployed,None,13,100,+910634359488,Belagavi,Camp
CR01701,Dhruv Wable,35,Male,Unemployed,South Syndicate,2,69,4968066405,Hassan,Hassan Town
CR01702,Harrison Bassi,53,Female,Farmer,None,5,70,+911254341230,Chitradurga,Chitradurga Rural
CR01703,Neelima Behl,23,Female,Farmer,Cyber Ring,14,100,09860372186,Udupi,Udupi East
CR01704,Dalbir Jain,29,Female,Doctor,South Syndicate,2,56,+910319789990,Ramanagara,Ramanagara Town
CR01705,Gaurav Majumdar,41,Female,Farmer,None,5,67,+910347131719,Chamarajanagar,Chamarajanagar East
CR01706,Oeshi Bath,26,Female,Driver,South Syndicate,9,100,1625908419,Ramanagara,Ramanagara East
CR01707,Unnati Viswanathan,54,Female,Mechanic,South Syndicate,9,100,05011375358,Chikkamagaluru,Chikkamagaluru Town
CR01708,Jagdish Bajaj,29,Female,Teacher,East Crew,6,100,02887807279,Vijayapura,Vijayapura Town
CR01709,Utkarsh Sidhu,55,Female,Software Engineer,None,8,98,+916160881972,Haveri,Haveri Rural
CR01710,Samaksh Rajagopalan,42,Male,Labour,None,5,66,07718375307,Yadgir,Yadgir East
CR01711,Hitesh Amble,36,Male,Software Engineer,East Crew,13,100,+914808557800,Mandya,Mandya East
CR01712,Aarini Memon,34,Male,Electrician,Cyber Ring,2,64,+912362216906,Shivamogga,Shivamogga Town
CR01713,Indira Shah,58,Male,Electrician,None,1,32,06706751691,Kalaburagi,Kalaburagi East
CR01714,Janya Dhar,54,Female,Police,Cyber Ring,14,100,+915016426107,Dakshina Kannada,Barke
CR01715,Teerth Hora,18,Male,Mechanic,None,10,100,00842431983,Mandya,Mandya Rural
CR01716,Bhavya Master,29,Female,Teacher,East Crew,10,100,1300416910,Mandya,Mandya Town
CR01717,Veer Batra,46,Female,Doctor,Cyber Ring,14,100,+911516758646,Bidar,Bidar Town
CR01718,Vihaan Narayan,34,Female,Doctor,Highway Gang,12,100,+914811050147,Udupi,Udupi Town
CR01719,Aashi Dugal,32,Male,Mechanic,Highway Gang,15,100,08961573855,Chitradurga,Chitradurga Town
CR01720,Laksh Bose,19,Male,Labour,Cyber Ring,8,100,07512395978,Dharwad,Dharwad East
CR01721,Harita Pathak,51,Male,Doctor,Cyber Ring,9,100,02609723602,Yadgir,Yadgir East
CR01722,Brinda Saran,23,Female,Business,East Crew,4,83,5467720517,Tumakuru,Tumakuru Town
CR01723,Avi Sharma,18,Male,Student,Highway Gang,14,100,+910871564783,Bidar,Bidar Rural
CR01724,Darsh Kalita,33,Male,Mechanic,East Crew,9,100,+917543802741,Belagavi,Camp
CR01725,Yahvi Nair,18,Female,Business,South Syndicate,7,100,7260292546,Mysuru,Lashkar
CR01726,Manbir Seshadri,43,Male,Electrician,Highway Gang,3,76,+918840766420,Kodagu,Kodagu East
CR01727,Krishna Jhaveri,42,Male,Software Engineer,South Syndicate,14,100,+917135386762,Shivamogga,Shivamogga Town
CR01728,Jeremiah Kamdar,61,Female,Doctor,East Crew,12,100,6879060488,Vijayapura,Vijayapura Rural
CR01729,Vivaan Goda,65,Male,Student,East Crew,2,61,+915534050892,Haveri,Haveri East
CR01730,Ryan Sahota,50,Male,Doctor,East Crew,7,100,1597640535,Davanagere,Davanagere Rural
CR01731,Shravya Bhardwaj,30,Male,Student,South Syndicate,2,65,7897755426,Bengaluru Urban,Whitefield
CR01732,Ayaan Khurana,59,Male,Mechanic,None,13,100,4227362732,Dakshina Kannada,Barke
CR01733,Patrick Gill,48,Male,Teacher,East Crew,9,100,2711175769,Dharwad,Dharwad East
CR01734,Vyanjana Chhabra,51,Male,Electrician,South Syndicate,5,82,02042985144,Dharwad,Dharwad East
CR01735,Viraj Bali,18,Male,Software Engineer,None,11,100,02169039220,Mandya,Mandya Rural
CR01736,Odika Atwal,59,Female,Mechanic,Highway Gang,12,100,+914264710680,Bagalkot,Bagalkot Rural
CR01737,Shravya Shetty,58,Male,Doctor,Highway Gang,9,100,+913163705004,Chikkamagaluru,Chikkamagaluru East
CR01738,Sathvik Goyal,52,Female,Farmer,Highway Gang,11,100,07244693172,Raichur,Raichur Rural
CR01739,Sachi Sant,61,Male,Business,Cyber Ring,13,100,+918083906540,Shivamogga,Shivamogga Rural
CR01740,Inaya Nair,50,Female,Mechanic,Cyber Ring,10,100,+919393272728,Chikkamagaluru,Chikkamagaluru Town
CR01741,Nathaniel Dalal,49,Female,Software Engineer,East Crew,14,100,03504960266,Ballari,Ballari Town
CR01742,Megha Narula,61,Female,Driver,East Crew,11,100,+917284539749,Gadag,Gadag Rural
CR01743,Arin Sethi,19,Female,Software Engineer,East Crew,5,89,0886406756,Davanagere,Davanagere Rural
CR01744,Omkaar Basu,64,Male,Labour,Cyber Ring,1,60,0192902215,Bengaluru Rural,Bengaluru Rural Rural
CR01745,Wazir Bali,24,Male,Unemployed,South Syndicate,7,100,04890932253,Belagavi,Market
CR01746,Samuel Ghose,40,Female,Unemployed,Highway Gang,15,100,+912351025550,Vijayapura,Vijayapura Rural
CR01747,Upkaar Nazareth,41,Male,Business,None,14,100,05036988843,Belagavi,Tilakwadi
CR01748,Yatan Hans,39,Female,Mechanic,Cyber Ring,12,100,+914362962080,Ramanagara,Ramanagara Town
CR01749,Vihaan Das,34,Male,Mechanic,South Syndicate,0,43,+914412907596,Yadgir,Yadgir East
CR01750,Krish Bhalla,57,Male,Unemployed,Cyber Ring,6,89,+912376317749,Chikkamagaluru,Chikkamagaluru Rural
CR01751,Arunima Dutta,45,Female,Unemployed,Cyber Ring,11,100,+910629419375,Haveri,Haveri Town
CR01752,Kevin Golla,56,Female,Business,Cyber Ring,8,100,07131753626,Mysuru,Nazarbad
CR01753,Urvashi Nagar,19,Female,Police,None,8,88,+918646120961,Gadag,Gadag Town
CR01754,Veer Bala,58,Female,Farmer,East Crew,8,100,+919928452403,Hassan,Hassan East
CR01755,Hitesh Bhatnagar,32,Male,Doctor,None,7,85,03550514321,Raichur,Raichur Rural
CR01756,Chandani Khanna,56,Female,Labour,Cyber Ring,14,100,0877972479,Gadag,Gadag East
CR01757,Kavya Krishnamurthy,39,Female,Software Engineer,Cyber Ring,15,100,+912188345819,Bagalkot,Bagalkot Rural
CR01758,Abhimanyu Mittal,49,Male,Labour,Highway Gang,4,77,7706769333,Uttara Kannada,Uttara Kannada East
CR01759,Qushi Pandya,60,Male,Police,East Crew,12,100,+915902578464,Dharwad,Dharwad Town
CR01760,Zinal Nath,51,Female,Teacher,None,11,100,8588382567,Chamarajanagar,Chamarajanagar East
CR01761,Nidhi Gera,19,Male,Doctor,Highway Gang,10,100,+918467292543,Mysuru,Devaraja
CR01762,Kashvi Buch,19,Female,Labour,Cyber Ring,11,100,6282225018,Gadag,Gadag Rural
CR01763,Ira Ravi,26,Female,Doctor,Highway Gang,7,99,+914728639420,Vijayanagara,Vijayanagara East
CR01764,Omkaar Gaba,25,Female,Business,Highway Gang,3,69,+914149929009,Chamarajanagar,Chamarajanagar Town
CR01765,Meera Garde,31,Female,Doctor,Cyber Ring,12,100,7026604509,Gadag,Gadag Rural
CR01766,Qushi Hari,60,Female,Labour,East Crew,10,100,+911740039101,Mandya,Mandya Town
CR01767,Yatan Prabhakar,36,Female,Business,Highway Gang,7,100,+918922247119,Haveri,Haveri Rural
CR01768,Lavanya Ahluwalia,39,Female,Police,East Crew,12,100,0608277056,Bagalkot,Bagalkot East
