transaction_id,fir_id,criminal_id,from_account,to_account,amount,transaction_type,suspicious
TR0009426,FIR000920,CR02300,AC4831552599,AC5574398831,57391.86,IMPS,False
TR0009427,FIR008981,CR00843,AC4771111262,AC1496357294,340845.19,NEFT,True
TR0009428,FIR002570,CR00990,AC1206255859,AC4417091554,331222.9,NEFT,True
TR0009429,FIR005564,CR00198,AC1806429450,AC5131621616,217349.12,UPI,False
TR0009430,FIR008251,CR01500,AC9045324083,AC4865092857,199417.42,Cash,False
TR0009431,FIR004003,CR00750,AC7435260683,AC1766404040,70603.9,UPI,False
TR0009432,FIR001737,CR02633,AC4940174378,AC9629338917,306816.36,Cash,True
TR0009433,FIR000345,CR02920,AC4038085308,AC1602381059,209973.31,RTGS,False
TR0009434,FIR004167,CR00801,AC6033369690,AC5441904256,174147.08,UPI,False
TR0009435,FIR001758,CR01959,AC3050348298,AC7300210453,56688.32,UPI,False
TR0009436,FIR008386,CR01725,AC7285605856,AC4495078225,34204.97,IMPS,False
TR0009437,FIR004884,CR01936,AC4543643294,AC3030476121,366705.34,UPI,True
TR0009438,FIR005095,CR02091,AC8576861314,AC1722396293,9039.0,IMPS,False
TR0009439,FIR005061,CR01899,AC2842979702,AC4302765663,305696.12,Cash,True
TR0009440,FIR007717,CR02919,AC9952974223,AC7143027710,38814.13,NEFT,False
TR0009441,FIR002843,CR00939,AC4986792670,AC7413014549,168431.1,IMPS,False
TR0009442,FIR003871,CR00412,AC8655710469,AC9185164113,23450.21,RTGS,False
TR0009443,FIR002489,CR02241,AC5175222024,AC9750145934,204356.54,RTGS,False
TR0009444,FIR005384,CR01663,AC2262530509,AC8981117420,290366.77,IMPS,True
TR0009445,FIR002890,CR00168,AC8364216000,AC5603574197,372758.29,IMPS,True
TR0009446,FIR005805,CR01911,AC9583538526,AC5898183449,94078.19,UPI,False
TR0009447,FIR001956,CR01105,AC8032592587,AC4717752799,107131.47,RTGS,False
TR0009448,FIR003462,CR02000,AC7185422681,AC7305712605,493819.73,UPI,True
TR0009449,FIR007934,CR00538,AC6330647144,AC8609052755,29612.22,IMPS,False
TR0009450,FIR009950,CR00986,AC5512131219,AC3360361453,311775.51,Cash,True
TR0009451,FIR002625,CR02033,AC1423459766,AC3412812112,129373.7,Cash,False
TR0009452,FIR001755,CR00577,AC9544289530,AC6807747856,482929.24,NEFT,True
TR0009453,FIR006305,CR00993,AC4935534324,AC4805683007,131344.07,IMPS,False
TR0009454,FIR002204,CR01592,AC7045343469,AC6849087729,39762.68,RTGS,False
TR0009455,FIR006218,CR00296,AC9092918494,AC5217709026,142039.37,Cash,False
TR0009456,FIR002098,CR01955,AC1012518423,AC9999288691,250649.36,Cash,True
TR0009457,FIR000939,CR02198,AC9720565344,AC4082839564,120189.81,Cash,False
TR0009458,FIR004401,CR00820,AC8270326618,AC5983007424,180122.44,NEFT,False
TR0009459,FIR009367,CR00100,AC6943187860,AC3137348246,32653.78,IMPS,False
TR0009460,FIR003086,CR01160,AC7809685313,AC4551158740,451697.09,RTGS,True
TR0009461,FIR005082,CR02005,AC7404551267,AC7829357561,259271.5,NEFT,True
TR0009462,FIR005355,CR01622,AC9619224155,AC7057671008,413795.33,RTGS,True
TR0009463,FIR003512,CR00987,AC4890206770,AC9523583240,311283.68,IMPS,True
TR0009464,FIR006036,CR00879,AC4233758576,AC7513986629,193027.35,RTGS,False
TR0009465,FIR004838,CR02375,AC8427641489,AC8909139288,334194.79,Cash,True
TR0009466,FIR000994,CR02289,AC9951374645,AC3329377306,293697.69,NEFT,True
TR0009467,FIR002913,CR01548,AC8209821843,AC6714523290,324150.48,RTGS,True
TR0009468,FIR001395,CR01713,AC9806096639,AC7049341848,263262.59,RTGS,True
TR0009469,FIR007625,CR00487,AC8663388404,AC6042607265,322851.77,NEFT,True
TR0009470,FIR003381,CR02467,AC7744166104,AC1654392667,159529.07,RTGS,False
TR0009471,FIR008997,CR02744,AC5164380416,AC8516120255,180570.86,IMPS,False
TR0009472,FIR002108,CR00194,AC7300816425,AC6473235827,133224.34,NEFT,False
TR0009473,FIR006115,CR01110,AC8224775630,AC5979236793,411412.53,NEFT,True
TR0009474,FIR007234,CR02454,AC8543560907,AC9154314650,58259.88,RTGS,False
TR0009475,FIR004039,CR00657,AC7758403470,AC7993913710,32755.12,NEFT,False
TR0009476,FIR009657,CR01162,AC2865425667,AC8155019633,204832.73,IMPS,False
TR0009477,FIR008075,CR02064,AC2676850548,AC3323465270,245745.24,RTGS,False
TR0009478,FIR000652,CR00621,AC6099545724,AC7925813466,278571.88,IMPS,True
TR0009479,FIR009329,CR01379,AC9079679850,AC9544604003,234843.08,NEFT,False
TR0009480,FIR006278,CR00779,AC4543000112,AC6345432511,56212.6,Cash,False
TR0009481,FIR002144,CR01845,AC7722617117,AC3615324347,497582.96,Cash,True
TR0009482,FIR008398,CR01316,AC4543544237,AC4625092903,264005.17,UPI,True
TR0009483,FIR004052,CR02295,AC7923207726,AC2779040102,325860.63,IMPS,True
TR0009484,FIR004210,CR02808,AC8915222131,AC6280270127,117163.83,Cash,False
TR0009485,FIR001997,CR01956,AC3227873087,AC7684610436,209772.23,IMPS,False
TR0009486,FIR000913,CR02859,AC8810851468,AC7300286967,299279.24,IMPS,True
TR0009487,FIR002090,CR00863,AC9732428158,AC9375204107,499678.35,Cash,True
TR0009488,FIR005935,CR02046,AC9758720392,AC9397105971,406718.79,IMPS,True
TR0009489,FIR005421,CR02477,AC8045369658,AC2470695084,406913.23,NEFT,True
TR0009490,FIR002960,CR01302,AC8719038173,AC4395200764,10064.83,UPI,False
TR0009491,FIR009578,CR02717,AC9726759760,AC3045749085,415130.56,RTGS,True
TR0009492,FIR004754,CR01356,AC1326882417,AC6844940764,292894.7,Cash,True
TR0009493,FIR000483,CR01347,AC3128302244,AC1715984521,224736.87,Cash,False
TR0009494,FIR005181,CR02108,AC7055045057,AC3701977706,187537.84,UPI,False
TR0009495,FIR003449,CR00725,AC4111176310,AC8265284989,457543.74,NEFT,True
TR0009496,FIR003823,CR02899,AC8952947287,AC5003348839,238359.67,RTGS,False
TR0009497,FIR000748,CR03000,AC8223104842,AC6506343595,19848.02,IMPS,False
TR0009498,FIR009247,CR01296,AC6304235324,AC7315675500,447612.11,RTGS,True
TR0009499,FIR001928,CR02399,AC2328321513,AC2821782532,120249.95,Cash,False
TR0009500,FIR008070,CR01433,AC4921844786,AC4005325801,64207.26,NEFT,False
TR0009501,FIR005736,CR00998,AC8131467155,AC6119880884,450237.18,UPI,True
TR0009502,FIR003558,CR01591,AC6002569208,AC4009546481,71234.36,Cash,False
TR0009503,FIR004167,CR00801,AC6133759145,AC3315264338,204676.55,Cash,False
TR0009504,FIR001893,CR02658,AC7636078466,AC9135658985,12607.19,IMPS,False
TR0009505,FIR002756,CR02363,AC6900080632,AC5297753171,274100.84,IMPS,True
TR0009506,FIR003259,CR01212,AC6374843542,AC1440540216,187890.5,Cash,False
TR0009507,FIR003657,CR02773,AC7915810016,AC3040763543,360556.83,NEFT,True
TR0009508,FIR005257,CR02560,AC2518131430,AC5502064552,19071.1,NEFT,False
TR0009509,FIR006709,CR01392,AC2664250440,AC3567051776,445124.98,IMPS,True
TR0009510,FIR005488,CR00824,AC4225557277,AC4036993514,229324.04,RTGS,False
TR0009511,FIR001852,CR02467,AC4244231908,AC7925509172,51264.07,RTGS,False
TR0009512,FIR007190,CR01895,AC2495227700,AC7364117661,61738.41,IMPS,False
TR0009513,FIR000818,CR02361,AC8682429410,AC4168037428,77358.25,UPI,False
TR0009514,FIR000620,CR00333,AC4131705753,AC8733175846,306309.14,Cash,True
TR0009515,FIR006716,CR01264,AC1943487337,AC5954476452,457287.81,RTGS,True
TR0009516,FIR006986,CR02656,AC9846120734,AC6465652594,136719.42,NEFT,False
TR0009517,FIR008383,CR02592,AC7432901843,AC4751101601,336158.18,NEFT,True
TR0009518,FIR003953,CR00748,AC6041865513,AC1259376081,428750.05,NEFT,True
TR0009519,FIR002436,CR01751,AC3606814280,AC3893294547,181056.22,IMPS,False
TR0009520,FIR001535,CR01343,AC6370891032,AC9109132313,68036.13,Cash,False
TR0009521,FIR004036,CR02517,AC1947540178,AC2264249145,381436.55,NEFT,True
TR0009522,FIR002104,CR00266,AC2745612162,AC8260335257,281538.1,NEFT,True
TR0009523,FIR005932,CR00642,AC1416987374,AC7242950331,30542.34,UPI,False
TR0009524,FIR009300,CR01521,AC6506461380,AC3217677363,157256.8,NEFT,False
TR0009525,FIR005304,CR02483,AC8515458205,AC1910151167,253993.98,IMPS,True
TR0009526,FIR005454,CR01409,AC5312324894,AC3159378760,168070.26,RTGS,False
TR0009527,FIR001261,CR02106,AC9231840736,AC4291848166,150505.62,NEFT,False
TR0009528,FIR004725,CR00990,AC9972534625,AC5692488430,46220.89,UPI,False
TR0009529,FIR005612,CR01242,AC2432518914,AC5598652560,437901.85,Cash,True
TR0009530,FIR005963,CR00517,AC2246156942,AC3770743342,398797.13,RTGS,True
TR0009531,FIR008148,CR01242,AC5073542337,AC8400566528,229877.78,IMPS,False
TR0009532,FIR009215,CR00282,AC9556277753,AC9741643162,133527.05,RTGS,False
TR0009533,FIR001077,CR02535,AC9055631048,AC8142006808,339064.75,NEFT,True
TR0009534,FIR009197,CR02154,AC8542867944,AC1849998155,489100.93,RTGS,True
TR0009535,FIR004323,CR00845,AC7024550694,AC9967823617,190247.28,RTGS,False
TR0009536,FIR005388,CR01851,AC1017844444,AC8902702147,63619.67,Cash,False
TR0009537,FIR000505,CR01705,AC7463443433,AC2612212079,50363.0,RTGS,False
TR0009538,FIR009152,CR00371,AC6621392978,AC2578688981,322492.75,Cash,True
TR0009539,FIR006423,CR00223,AC7862485620,AC6645809603,446537.25,UPI,True
TR0009540,FIR004350,CR00004,AC5672033007,AC6819986927,362647.3,RTGS,True
TR0009541,FIR002853,CR00882,AC9620548676,AC9743731187,81396.74,RTGS,False
TR0009542,FIR003367,CR00219,AC3107407020,AC9778789927,468895.35,UPI,True
TR0009543,FIR003813,CR00538,AC3922498990,AC2220091512,260631.0,IMPS,True
TR0009544,FIR005412,CR02041,AC9367053160,AC4760490042,357765.9,NEFT,True
TR0009545,FIR004479,CR02588,AC2262655104,AC4210935947,149937.64,UPI,False
TR0009546,FIR000095,CR01457,AC4419168997,AC2655262828,103147.48,Cash,False
TR0009547,FIR003613,CR02310,AC5759535638,AC7237221812,131083.33,IMPS,False
TR0009548,FIR007972,CR00503,AC7995010102,AC3946696222,138063.48,IMPS,False
TR0009549,FIR001740,CR00164,AC8237975506,AC5640100730,284808.65,Cash,True
TR0009550,FIR009958,CR00523,AC2442387961,AC1254742429,308524.62,IMPS,True
TR0009551,FIR001000,CR01004,AC9555360657,AC2760732259,24228.41,RTGS,False
TR0009552,FIR001516,CR00639,AC6585529454,AC4718949822,335507.7,UPI,True
TR0009553,FIR001496,CR02072,AC8992655324,AC2631697375,116577.01,RTGS,False
TR0009554,FIR007677,CR00511,AC7057896117,AC5975543623,4700.3,Cash,False
TR0009555,FIR002746,CR01878,AC7359776692,AC2442889850,15677.14,UPI,False
TR0009556,FIR001104,CR02435,AC2280821266,AC9954647134,12176.95,UPI,False
TR0009557,FIR007476,CR02414,AC4151631536,AC8280211261,144567.25,Cash,False
TR0009558,FIR001339,CR02552,AC6668797078,AC4753514031,319095.2,UPI,True
TR0009559,FIR001577,CR01988,AC6734522373,AC4693928810,53631.42,IMPS,False
TR0009560,FIR006098,CR00611,AC2556701154,AC8728879962,193585.52,RTGS,False
TR0009561,FIR005589,CR00586,AC9742062681,AC7308413728,479384.81,RTGS,True
TR0009562,FIR009416,CR00032,AC6043305309,AC4427848512,101049.83,Cash,False
TR0009563,FIR009850,CR02673,AC3937199261,AC5401893225,163952.57,RTGS,False
TR0009564,FIR009017,CR00456,AC4277526672,AC8258790489,412757.09,RTGS,True
TR0009565,FIR006740,CR02401,AC1406181763,AC2590482331,191797.65,UPI,False
TR0009566,FIR003998,CR00117,AC7161568099,AC1221724469,473706.25,UPI,True
TR0009567,FIR006363,CR00597,AC8054325326,AC8560032305,93634.26,NEFT,False
TR0009568,FIR009491,CR02247,AC1443709164,AC9793382496,386966.41,UPI,True
TR0009569,FIR003301,CR01325,AC4760607808,AC2270454338,423119.02,IMPS,True
TR0009570,FIR004430,CR01053,AC7767384611,AC2441590465,390938.64,Cash,True
TR0009571,FIR002752,CR02907,AC1361330323,AC4637715370,324730.48,NEFT,True
TR0009572,FIR004736,CR01809,AC6986660989,AC3056240606,125388.95,UPI,False
TR0009573,FIR009215,CR00282,AC5494196439,AC7197583776,249004.88,Cash,False
TR0009574,FIR000858,CR01038,AC6369880631,AC9420543118,120674.63,Cash,False
TR0009575,FIR009527,CR02212,AC8342927172,AC5357908738,212996.73,IMPS,False
TR0009576,FIR009690,CR00792,AC3743636261,AC3997826355,452877.46,UPI,True
TR0009577,FIR004708,CR02352,AC9354007206,AC3815950804,374713.79,Cash,True
TR0009578,FIR009189,CR01450,AC1784625475,AC7368202646,180071.86,UPI,False
TR0009579,FIR005408,CR01695,AC6861692433,AC1561649896,197532.18,UPI,False
TR0009580,FIR007449,CR02813,AC9088053188,AC5548933511,58486.74,NEFT,False
TR0009581,FIR006527,CR00179,AC6849904950,AC1795134145,285192.75,UPI,True
TR0009582,FIR008986,CR02699,AC7174511642,AC3163910509,14629.8,NEFT,False
TR0009583,FIR000721,CR01517,AC4850019906,AC4281882628,43205.54,IMPS,False
TR0009584,FIR005044,CR02099,AC8649744998,AC1854069751,284490.28,IMPS,True
TR0009585,FIR008780,CR02699,AC8730299789,AC6849297198,42473.81,IMPS,False
TR0009586,FIR001647,CR00640,AC4667886537,AC6235147116,193649.16,RTGS,False
TR0009587,FIR003961,CR00718,AC5879045114,AC2558990606,423047.35,IMPS,True
TR0009588,FIR007547,CR01045,AC6126778575,AC1359656262,2321.91,NEFT,False
TR0009589,FIR008378,CR02449,AC2108017711,AC4394070224,208745.67,NEFT,False
TR0009590,FIR006209,CR01804,AC7931197228,AC2263563538,230728.85,Cash,False
TR0009591,FIR002191,CR01513,AC2273853580,AC2279777476,392280.7,RTGS,True
TR0009592,FIR002006,CR02770,AC7692691605,AC6691360053,471750.23,UPI,True
TR0009593,FIR001405,CR00789,AC9234249555,AC5572054426,335311.55,IMPS,True
TR0009594,FIR004126,CR00867,AC7537310369,AC4743304820,169863.23,IMPS,False
TR0009595,FIR000075,CR02908,AC4057549281,AC4892654994,370555.45,RTGS,True
TR0009596,FIR007316,CR02029,AC9011074970,AC5223483283,335313.12,UPI,True
TR0009597,FIR004560,CR01261,AC5548540142,AC1840584509,306669.29,IMPS,True
TR0009598,FIR003831,CR00838,AC4075979344,AC7315993740,179510.92,RTGS,False
TR0009599,FIR009035,CR02355,AC4564888181,AC7950817144,482285.56,NEFT,True
TR0009600,FIR002386,CR01405,AC5043909404,AC3782328731,12772.71,Cash,False
TR0009601,FIR000254,CR02430,AC3290509046,AC1156954244,317973.48,IMPS,True
TR0009602,FIR002974,CR00924,AC5789904652,AC6144150225,1368.55,IMPS,False
TR0009603,FIR001385,CR02871,AC7277711218,AC1518812807,370642.8,Cash,True
TR0009604,FIR004034,CR00783,AC8068582776,AC6046665217,10026.43,Cash,False
TR0009605,FIR003731,CR02093,AC9471516494,AC9888677196,232675.89,NEFT,False
TR0009606,FIR003582,CR02650,AC1012040875,AC1802746530,464625.32,RTGS,True
TR0009607,FIR000995,CR02169,AC1958063891,AC5998307339,455781.55,RTGS,True
TR0009608,FIR000751,CR00641,AC7254477657,AC5025071528,273216.07,Cash,True
TR0009609,FIR005122,CR01832,AC8488397759,AC6857015048,489716.88,UPI,True
TR0009610,FIR000464,CR01602,AC5650173315,AC4179832402,479531.61,RTGS,True
TR0009611,FIR004852,CR02140,AC1933005471,AC3132130593,375728.77,Cash,True
TR0009612,FIR000903,CR01164,AC5782260781,AC1801564477,154204.16,RTGS,False
TR0009613,FIR003918,CR02854,AC9255621278,AC4034211486,238977.15,NEFT,False
TR0009614,FIR003291,CR01323,AC7320341929,AC7102879708,56050.94,UPI,False
TR0009615,FIR009398,CR02766,AC7308615109,AC8121537094,226289.62,UPI,False
TR0009616,FIR007928,CR02277,AC3655875211,AC5520575007,88528.84,UPI,False
TR0009617,FIR009348,CR01238,AC8121018562,AC7871579149,97494.07,IMPS,False
TR0009618,FIR008335,CR00520,AC4563497149,AC7417424306,145561.45,NEFT,False
TR0009619,FIR006986,CR02656,AC8736369775,AC8397850692,137496.41,Cash,False
TR0009620,FIR000426,CR01054,AC5312116103,AC9300342629,207776.37,NEFT,False
TR0009621,FIR005751,CR02416,AC7383675843,AC1663669188,432495.65,Cash,True
TR0009622,FIR006841,CR01851,AC8082512152,AC9754744191,478022.95,IMPS,True
TR0009623,FIR004511,CR02634,AC7430041150,AC3817291239,431650.89,UPI,True
TR0009624,FIR003687,CR00460,AC4344924092,AC9529278102,138101.06,RTGS,False
TR0009625,FIR008280,CR01071,AC2356953892,AC5653726740,64460.54,UPI,False
TR0009626,FIR006802,CR02914,AC3390001992,AC6096616583,495636.11,Cash,True
TR0009627,FIR008835,CR02010,AC2187146788,AC4474427024,154520.29,Cash,False
TR0009628,FIR002746,CR01878,AC5950271507,AC9718758531,172439.64,RTGS,False
TR0009629,FIR003015,CR01229,AC7114366175,AC6779719421,331020.43,UPI,True
TR0009630,FIR001187,CR02746,AC7451049679,AC1414193926,6632.12,RTGS,False
TR0009631,FIR004331,CR00940,AC3559249007,AC4997229056,485153.34,Cash,True
TR0009632,FIR007135,CR02384,AC7454923727,AC3933343892,129433.1,Cash,False
TR0009633,FIR005920,CR01154,AC6227438621,AC2378102879,331893.39,NEFT,True
TR0009634,FIR002547,CR00784,AC5130009684,AC4016877325,393357.42,RTGS,True
TR0009635,FIR009852,CR00572,AC2924347504,AC7267361642,4413.91,IMPS,False
TR0009636,FIR007573,CR01549,AC9452162666,AC4331346811,37337.03,NEFT,False
TR0009637,FIR003426,CR01389,AC3320258960,AC6350183332,25189.4,IMPS,False
TR0009638,FIR007858,CR02391,AC7814630738,AC4639692076,424496.68,IMPS,True
TR0009639,FIR007625,CR00487,AC9593648832,AC2223198727,134491.17,IMPS,False
TR0009640,FIR008729,CR00448,AC5621667673,AC4202480861,106895.47,UPI,False
TR0009641,FIR001235,CR00024,AC3130178539,AC5203069738,245522.96,UPI,False
TR0009642,FIR002287,CR01697,AC7315927178,AC6171348824,85945.73,IMPS,False
TR0009643,FIR007036,CR00630,AC7041917464,AC5443811051,246554.45,IMPS,False
TR0009644,FIR007382,CR02257,AC1033625780,AC9448031245,216176.43,IMPS,False
TR0009645,FIR000900,CR01615,AC1345971263,AC1917274588,452377.34,UPI,True
TR0009646,FIR006878,CR02715,AC4775978305,AC8981888408,304005.36,IMPS,True
TR0009647,FIR006271,CR01065,AC9605947962,AC4333312595,281388.79,UPI,True
TR0009648,FIR000014,CR01954,AC6607802178,AC2093424989,11353.33,NEFT,False
TR0009649,FIR007907,CR01552,AC8679636349,AC6446387820,202086.45,NEFT,False
TR0009650,FIR009342,CR01191,AC7910078870,AC4313044107,194458.74,Cash,False
TR0009651,FIR006162,CR02775,AC9793164329,AC8511601091,323043.91,RTGS,True
TR0009652,FIR004967,CR01123,AC1578715462,AC3127025187,386053.06,IMPS,True
TR0009653,FIR003951,CR01464,AC7700930792,AC7645518095,278412.5,NEFT,True
TR0009654,FIR006211,CR02445,AC8786770799,AC7040969057,70628.18,NEFT,False
TR0009655,FIR004035,CR01163,AC4288717489,AC4708962130,462013.9,RTGS,True
TR0009656,FIR000507,CR02870,AC2579398817,AC4550277118,192327.63,IMPS,False
TR0009657,FIR003305,CR02552,AC2483058840,AC2036988327,64863.64,UPI,False
TR0009658,FIR002638,CR01104,AC7121358121,AC6824605534,434761.43,UPI,True
TR0009659,FIR002694,CR00909,AC1066205721,AC2921206423,160541.45,UPI,False
TR0009660,FIR001525,CR00388,AC5241749483,AC5445794083,465800.0,NEFT,True
TR0009661,FIR007422,CR01054,AC3865675875,AC4390416985,127290.1,RTGS,False
TR0009662,FIR002234,CR02137,AC7902826045,AC1852146163,189765.68,IMPS,False
TR0009663,FIR005015,CR00384,AC8538034073,AC2866103957,341399.09,NEFT,True
TR0009664,FIR003693,CR00704,AC5891215811,AC4496590787,313525.18,RTGS,True
TR0009665,FIR002112,CR00070,AC9016157494,AC4178064579,206659.07,NEFT,False
TR0009666,FIR000901,CR01659,AC7380369739,AC2915417439,144777.78,IMPS,False
TR0009667,FIR001145,CR01229,AC3790105702,AC3710823550,304255.53,Cash,True
TR0009668,FIR004296,CR01846,AC8351572637,AC1683037833,178820.24,Cash,False
TR0009669,FIR000801,CR02250,AC7991459341,AC6974310222,332145.42,RTGS,True
TR0009670,FIR002718,CR00588,AC8061957323,AC8341915639,10827.45,NEFT,False
TR0009671,FIR008672,CR00304,AC8149957798,AC3103191759,317279.81,Cash,True
TR0009672,FIR004913,CR02448,AC2189269651,AC3830535622,276927.12,RTGS,True
TR0009673,FIR008379,CR02013,AC7861584328,AC2798049040,108385.76,UPI,False
TR0009674,FIR003022,CR00587,AC5207169623,AC8814956149,95390.58,RTGS,False
TR0009675,FIR000887,CR02345,AC8066490333,AC1252335878,329917.23,NEFT,True
TR0009676,FIR005515,CR01128,AC8262841705,AC6154247420,41154.05,UPI,False
TR0009677,FIR008963,CR00910,AC8266313764,AC4441267262,242882.01,IMPS,False
TR0009678,FIR006808,CR00086,AC6278004334,AC9551182160,28735.05,IMPS,False
TR0009679,FIR006993,CR01584,AC4123273271,AC4077184218,344625.02,UPI,True
TR0009680,FIR009481,CR02513,AC7124423715,AC9170088465,307738.55,NEFT,True
TR0009681,FIR001214,CR02150,AC8931446666,AC1549592855,295103.99,IMPS,True
TR0009682,FIR001218,CR02657,AC1079471114,AC6800198149,342799.69,NEFT,True
TR0009683,FIR008447,CR02409,AC4925193515,AC2761233270,79402.6,Cash,False
TR0009684,FIR004895,CR00454,AC5709224492,AC7619750876,297399.3,RTGS,True
TR0009685,FIR009526,CR02468,AC7260670481,AC8016173064,405798.64,IMPS,True
TR0009686,FIR004531,CR01770,AC3795084286,AC1780447010,442609.38,RTGS,True
TR0009687,FIR000217,CR00975,AC6108966650,AC7346746343,320089.55,UPI,True
TR0009688,FIR009023,CR02656,AC5109240954,AC1465619060,25711.73,RTGS,False
TR0009689,FIR000232,CR01720,AC4648773985,AC5539898981,177337.77,IMPS,False
TR0009690,FIR000934,CR01404,AC6880031072,AC5188772597,400890.85,UPI,True
TR0009691,FIR004493,CR02738,AC5486344210,AC5208778559,182565.63,NEFT,False
TR0009692,FIR005724,CR00604,AC1136344671,AC5921753793,487382.43,NEFT,True
TR0009693,FIR005520,CR02535,AC3351298248,AC9508095196,103913.22,NEFT,False
TR0009694,FIR004358,CR02250,AC5976420157,AC4653917194,13108.6,IMPS,False
TR0009695,FIR008247,CR00783,AC1297572316,AC5829572405,471008.44,UPI,True
TR0009696,FIR004861,CR01604,AC3425895542,AC4797742868,64104.48,RTGS,False
TR0009697,FIR004365,CR01345,AC9316532248,AC9708553821,306586.07,UPI,True
TR0009698,FIR004404,CR02301,AC8086027941,AC6275120512,447380.33,Cash,True
TR0009699,FIR009941,CR00591,AC2214604341,AC6820142812,189301.13,UPI,False
TR0009700,FIR007064,CR01138,AC5426211189,AC5122506582,373835.55,Cash,True
TR0009701,FIR009603,CR02062,AC4771344079,AC5487464543,439222.26,NEFT,True
TR0009702,FIR001951,CR00548,AC7051110121,AC9642190327,491115.8,Cash,True
TR0009703,FIR005981,CR01995,AC2243603244,AC1063495452,398084.99,IMPS,True
TR0009704,FIR001882,CR01074,AC5513951944,AC9577203355,145237.74,RTGS,False
TR0009705,FIR006728,CR02323,AC1652998779,AC4725432893,274913.68,UPI,True
TR0009706,FIR002558,CR02789,AC2425347179,AC6600554955,99925.61,UPI,False
TR0009707,FIR003597,CR02301,AC9153321501,AC6512982506,228419.53,IMPS,False
TR0009708,FIR007410,CR00807,AC8657911549,AC3961810309,286544.39,IMPS,True
TR0009709,FIR006819,CR00626,AC3854509505,AC7990566856,465735.58,RTGS,True
TR0009710,FIR009040,CR02305,AC6373320552,AC5665523193,398612.47,Cash,True
TR0009711,FIR006755,CR02926,AC6423974355,AC3343010521,160716.22,IMPS,False
TR0009712,FIR000313,CR02253,AC3189681474,AC9801127042,240019.11,Cash,False
TR0009713,FIR003837,CR02794,AC7616392178,AC4875365940,145287.8,UPI,False
TR0009714,FIR000907,CR00999,AC6343139951,AC8283711663,499603.95,UPI,True
TR0009715,FIR009726,CR02779,AC5208785008,AC5527227849,348041.27,UPI,True
TR0009716,FIR008341,CR00898,AC5759730982,AC1585107770,497012.76,Cash,True
TR0009717,FIR000487,CR02495,AC2092975700,AC2854758561,204105.01,IMPS,False
TR0009718,FIR008825,CR02827,AC8860620376,AC9819320534,454877.34,NEFT,True
TR0009719,FIR008026,CR01131,AC4839126730,AC8583219823,378120.28,UPI,True
TR0009720,FIR004448,CR01210,AC3886948060,AC4197990636,123063.03,RTGS,False
TR0009721,FIR001105,CR02234,AC6718102409,AC2661235129,88872.66,NEFT,False
TR0009722,FIR007856,CR02622,AC8708242566,AC8545280947,384192.49,NEFT,True
TR0009723,FIR007263,CR01892,AC2457924612,AC9625258836,364105.04,Cash,True
TR0009724,FIR002738,CR02889,AC6885589063,AC2450077654,394485.52,UPI,True
TR0009725,FIR001838,CR01451,AC4093255268,AC6668895025,128918.04,Cash,False
TR0009726,FIR009957,CR02604,AC7946909750,AC2542215940,309115.33,UPI,True
TR0009727,FIR007090,CR01067,AC1434310869,AC5642725724,76542.19,IMPS,False
TR0009728,FIR005107,CR01118,AC8747225537,AC5249089065,269903.04,UPI,True
TR0009729,FIR007600,CR02924,AC1181818033,AC5436539465,487378.44,RTGS,True
TR0009730,FIR002843,CR00939,AC6899332196,AC4673690893,66590.51,RTGS,False
TR0009731,FIR002913,CR01548,AC5780941481,AC1376366418,483963.42,RTGS,True
TR0009732,FIR002267,CR00196,AC9179604368,AC5249465601,391671.45,RTGS,True
TR0009733,FIR000052,CR01811,AC4687307074,AC5671794566,347167.32,RTGS,True
TR0009734,FIR002288,CR02613,AC5778233280,AC5476913864,352464.15,UPI,True
TR0009735,FIR005305,CR01808,AC2489017267,AC5267119550,386432.8,UPI,True
TR0009736,FIR006978,CR02711,AC9103223233,AC3257520242,403910.91,RTGS,True
TR0009737,FIR002102,CR01827,AC8881091803,AC3562398675,275195.71,UPI,True
TR0009738,FIR005789,CR02948,AC8013688801,AC5571887928,207160.18,Cash,False
TR0009739,FIR002289,CR01431,AC7509330138,AC5637911852,478543.88,UPI,True
TR0009740,FIR008540,CR00203,AC4136235810,AC7761595245,326888.57,IMPS,True
TR0009741,FIR002772,CR01979,AC6591690788,AC6723799609,464866.01,IMPS,True
TR0009742,FIR004617,CR00530,AC9308816569,AC7214339682,58630.11,Cash,False
TR0009743,FIR002704,CR00398,AC9094474676,AC7933393901,474841.57,UPI,True
TR0009744,FIR000368,CR02700,AC8637529202,AC4376020928,50170.73,Cash,False
TR0009745,FIR000676,CR02038,AC2982019366,AC3524939836,476873.55,IMPS,True
TR0009746,FIR002968,CR02520,AC9068615489,AC3531826250,81364.78,NEFT,False
TR0009747,FIR006062,CR02904,AC7546299848,AC1882036336,122031.54,RTGS,False
TR0009748,FIR003644,CR00310,AC2555175401,AC4987211363,314532.59,NEFT,True
TR0009749,FIR002609,CR01789,AC1394808798,AC8268151986,12055.97,UPI,False
TR0009750,FIR002060,CR02992,AC6710883118,AC5292778513,304039.2,NEFT,True
TR0009751,FIR004896,CR00352,AC6325121009,AC6755881502,229835.25,UPI,False
TR0009752,FIR002766,CR02580,AC4463085034,AC6239590483,85700.38,IMPS,False
